Date,Ticker,ETF_Close,SPY_Close,Ratio
2026-03-13,XLB,49.189999,662.289978,0.074273
2026-03-16,XLB,49.400002,669.030029,0.073838
2026-03-17,XLB,49.520000,670.789978,0.073823
2026-03-18,XLB,48.480000,661.429993,0.073296
2026-03-19,XLB,47.740002,659.799988,0.072355
2026-03-20,XLB,46.980000,648.570007,0.072436
2026-03-23,XLB,47.549999,655.380005,0.072553
2026-03-24,XLB,48.450001,653.179993,0.074176
2026-03-25,XLB,49.410000,656.820007,0.075226
2026-03-26,XLB,49.090000,645.090027,0.076098
2026-03-27,XLB,48.910000,634.090027,0.077134
2026-03-30,XLB,49.090000,631.969971,0.077678
2026-03-31,XLB,49.970001,650.340027,0.076837
2026-04-01,XLB,50.459999,655.239990,0.077010
2026-04-02,XLB,50.410000,655.830017,0.076864
2026-04-06,XLB,50.220001,658.929993,0.076214
2026-04-07,XLB,50.080002,659.219971,0.075969
2026-04-08,XLB,51.750000,676.010010,0.076552
2026-04-09,XLB,51.669998,679.909973,0.075995
2026-04-10,XLB,51.959999,679.460022,0.076472
2026-04-13,XLB,52.189999,686.099976,0.076068
2026-04-14,XLB,52.009998,694.460022,0.074893
2026-04-15,XLB,51.380001,699.940002,0.073406
2026-04-16,XLB,51.750000,701.659973,0.073754
2026-04-17,XLB,51.880001,710.140015,0.073056
2026-04-20,XLB,52.230000,708.719971,0.073696
2026-04-21,XLB,51.770000,704.080017,0.073529
2026-04-22,XLB,51.830002,711.210022,0.072876
2026-04-23,XLB,51.810001,708.450012,0.073131
2026-04-24,XLB,51.919998,713.940002,0.072723
2026-03-13,XLC,114.449997,662.289978,0.172809
2026-03-16,XLC,115.330002,669.030029,0.172384
2026-03-17,XLC,115.370003,670.789978,0.171991
2026-03-18,XLC,113.660004,661.429993,0.171840
2026-03-19,XLC,113.139999,659.799988,0.171476
2026-03-20,XLC,112.230003,648.570007,0.173042
2026-03-23,XLC,112.709999,655.380005,0.171977
2026-03-24,XLC,111.129997,653.179993,0.170137
2026-03-25,XLC,111.440002,656.820007,0.169666
2026-03-26,XLC,108.809998,645.090027,0.168674
2026-03-27,XLC,107.040001,634.090027,0.168809
2026-03-30,XLC,107.959999,631.969971,0.170831
2026-03-31,XLC,110.860001,650.340027,0.170465
2026-04-01,XLC,111.239998,655.239990,0.169770
2026-04-02,XLC,111.699997,655.830017,0.170319
2026-04-06,XLC,111.760002,658.929993,0.169608
2026-04-07,XLC,111.820000,659.219971,0.169625
2026-04-08,XLC,113.809998,676.010010,0.168355
2026-04-09,XLC,114.269997,679.909973,0.168066
2026-04-10,XLC,113.949997,679.460022,0.167707
2026-04-13,XLC,114.820000,686.099976,0.167352
2026-04-14,XLC,116.559998,694.460022,0.167843
2026-04-15,XLC,117.360001,699.940002,0.167672
2026-04-16,XLC,118.830002,701.659973,0.169356
2026-04-17,XLC,119.099998,710.140015,0.167713
2026-04-20,XLC,118.750000,708.719971,0.167556
2026-04-21,XLC,117.160004,704.080017,0.166402
2026-04-22,XLC,117.879997,711.210022,0.165746
2026-04-23,XLC,117.389999,708.450012,0.165700
2026-04-24,XLC,115.540001,713.940002,0.161834
2026-03-13,XLE,57.700001,662.289978,0.087122
2026-03-16,XLE,57.900002,669.030029,0.086543
2026-03-17,XLE,58.509998,670.789978,0.087226
2026-03-18,XLE,58.430000,661.429993,0.088339
2026-03-19,XLE,59.360001,659.799988,0.089967
2026-03-20,XLE,59.310001,648.570007,0.091447
2026-03-23,XLE,59.630001,655.380005,0.090985
2026-03-24,XLE,60.840000,653.179993,0.093144
2026-03-25,XLE,60.570000,656.820007,0.092217
2026-03-26,XLE,61.520000,645.090027,0.095367
2026-03-27,XLE,62.560001,634.090027,0.098661
2026-03-30,XLE,61.959999,631.969971,0.098043
2026-03-31,XLE,61.259998,650.340027,0.094197
2026-04-01,XLE,58.970001,655.239990,0.089998
2026-04-02,XLE,59.250000,655.830017,0.090344
2026-04-06,XLE,59.680000,658.929993,0.090571
2026-04-07,XLE,60.160000,659.219971,0.091259
2026-04-08,XLE,58.049999,676.010010,0.085872
2026-04-09,XLE,57.330002,679.909973,0.084320
2026-04-10,XLE,56.939999,679.460022,0.083802
2026-04-13,XLE,57.110001,686.099976,0.083239
2026-04-14,XLE,55.950001,694.460022,0.080566
2026-04-15,XLE,55.759998,699.940002,0.079664
2026-04-16,XLE,56.580002,701.659973,0.080637
2026-04-17,XLE,55.020000,710.140015,0.077478
2026-04-20,XLE,55.070000,708.719971,0.077703
2026-04-21,XLE,55.869999,704.080017,0.079352
2026-04-22,XLE,56.540001,711.210022,0.079498
2026-04-23,XLE,56.980000,708.450012,0.080429
2026-04-24,XLE,56.869999,713.940002,0.079657
2026-03-13,XLF,48.889999,662.289978,0.073820
2026-03-16,XLF,49.299999,669.030029,0.073689
2026-03-17,XLF,49.560001,670.789978,0.073883
2026-03-18,XLF,48.970001,661.429993,0.074037
2026-03-19,XLF,48.990002,659.799988,0.074250
2026-03-20,XLF,49.080002,648.570007,0.075674
2026-03-23,XLF,49.270000,655.380005,0.075178
2026-03-24,XLF,49.279999,653.179993,0.075446
2026-03-25,XLF,49.340000,656.820007,0.075120
2026-03-26,XLF,49.049999,645.090027,0.076036
2026-03-27,XLF,47.810001,634.090027,0.075399
2026-03-30,XLF,48.360001,631.969971,0.076523
2026-03-31,XLF,49.369999,650.340027,0.075914
2026-04-01,XLF,49.439999,655.239990,0.075453
2026-04-02,XLF,49.529999,655.830017,0.075523
2026-04-06,XLF,49.880001,658.929993,0.075698
2026-04-07,XLF,49.880001,659.219971,0.075665
2026-04-08,XLF,51.200001,676.010010,0.075739
2026-04-09,XLF,51.330002,679.909973,0.075495
2026-04-10,XLF,50.770000,679.460022,0.074721
2026-04-13,XLF,51.660000,686.099976,0.075295
2026-04-14,XLF,51.779999,694.460022,0.074562
2026-04-15,XLF,52.169998,699.940002,0.074535
2026-04-16,XLF,52.029999,701.659973,0.074153
2026-04-17,XLF,52.430000,710.140015,0.073831
2026-04-20,XLF,52.630001,708.719971,0.074261
2026-04-21,XLF,52.299999,704.080017,0.074281
2026-04-22,XLF,52.209999,711.210022,0.073410
2026-04-23,XLF,51.799999,708.450012,0.073117
2026-04-24,XLF,51.419998,713.940002,0.072023
2026-03-13,XLI,164.649994,662.289978,0.248607
2026-03-16,XLI,166.059998,669.030029,0.248210
2026-03-17,XLI,166.500000,670.789978,0.248215
2026-03-18,XLI,165.179993,661.429993,0.249732
2026-03-19,XLI,164.059998,659.799988,0.248651
2026-03-20,XLI,161.669998,648.570007,0.249271
2026-03-23,XLI,163.050003,655.380005,0.248787
2026-03-24,XLI,164.000000,653.179993,0.251079
2026-03-25,XLI,165.100006,656.820007,0.251363
2026-03-26,XLI,161.270004,645.090027,0.249996
2026-03-27,XLI,159.199997,634.090027,0.251068
2026-03-30,XLI,156.610001,631.969971,0.247812
2026-03-31,XLI,161.729996,650.340027,0.248685
2026-04-01,XLI,164.429993,655.239990,0.250946
2026-04-02,XLI,163.770004,655.830017,0.249714
2026-04-06,XLI,164.610001,658.929993,0.249814
2026-04-07,XLI,164.279999,659.219971,0.249204
2026-04-08,XLI,170.440002,676.010010,0.252126
2026-04-09,XLI,172.190002,679.909973,0.253254
2026-04-10,XLI,171.520004,679.460022,0.252436
2026-04-13,XLI,172.729996,686.099976,0.251756
2026-04-14,XLI,173.350006,694.460022,0.249618
2026-04-15,XLI,171.179993,699.940002,0.244564
2026-04-16,XLI,170.330002,701.659973,0.242753
2026-04-17,XLI,173.509995,710.140015,0.244332
2026-04-20,XLI,173.899994,708.719971,0.245372
2026-04-21,XLI,171.440002,704.080017,0.243495
2026-04-22,XLI,171.039993,711.210022,0.240492
2026-04-23,XLI,174.070007,708.450012,0.245705
2026-04-24,XLI,172.470001,713.940002,0.241575
2026-03-13,XLK,136.800003,662.289978,0.206556
2026-03-16,XLK,138.779999,669.030029,0.207435
2026-03-17,XLK,139.539993,670.789978,0.208023
2026-03-18,XLK,137.960007,661.429993,0.208578
2026-03-19,XLK,138.429993,659.799988,0.209806
2026-03-20,XLK,135.289993,648.570007,0.208597
2026-03-23,XLK,136.949997,655.380005,0.208963
2026-03-24,XLK,136.149994,653.179993,0.208442
2026-03-25,XLK,136.759995,656.820007,0.208215
2026-03-26,XLK,132.500000,645.090027,0.205398
2026-03-27,XLK,129.919998,634.090027,0.204892
2026-03-30,XLK,127.500000,631.969971,0.201750
2026-03-31,XLK,132.899994,650.340027,0.204355
2026-04-01,XLK,134.910004,655.239990,0.205894
2026-04-02,XLK,135.990005,655.830017,0.207356
2026-04-06,XLK,136.779999,658.929993,0.207579
2026-04-07,XLK,137.429993,659.219971,0.208474
2026-04-08,XLK,141.690002,676.010010,0.209597
2026-04-09,XLK,142.070007,679.909973,0.208954
2026-04-10,XLK,142.619995,679.460022,0.209902
2026-04-13,XLK,145.610001,686.099976,0.212229
2026-04-14,XLK,147.940002,694.460022,0.213029
2026-04-15,XLK,150.300003,699.940002,0.214733
2026-04-16,XLK,152.020004,701.659973,0.216658
2026-04-17,XLK,154.350006,710.140015,0.217352
2026-04-20,XLK,154.559998,708.719971,0.218083
2026-04-21,XLK,154.690002,704.080017,0.219705
2026-04-22,XLK,158.089996,711.210022,0.222283
2026-04-23,XLK,155.839996,708.450012,0.219973
2026-04-24,XLK,160.220001,713.940002,0.224417
2026-03-13,XLP,84.739998,662.289978,0.127950
2026-03-16,XLP,84.980003,669.030029,0.127020
2026-03-17,XLP,84.699997,670.789978,0.126269
2026-03-18,XLP,82.639999,661.429993,0.124941
2026-03-19,XLP,81.970001,659.799988,0.124235
2026-03-20,XLP,81.290001,648.570007,0.125337
2026-03-23,XLP,81.180000,655.380005,0.123867
2026-03-24,XLP,81.110001,653.179993,0.124177
2026-03-25,XLP,81.510002,656.820007,0.124098
2026-03-26,XLP,81.139999,645.090027,0.125781
2026-03-27,XLP,81.779999,634.090027,0.128972
2026-03-30,XLP,81.879997,631.969971,0.129563
2026-03-31,XLP,81.980003,650.340027,0.126057
2026-04-01,XLP,81.459999,655.239990,0.124321
2026-04-02,XLP,81.889999,655.830017,0.124865
2026-04-06,XLP,82.660004,658.929993,0.125446
2026-04-07,XLP,81.260002,659.219971,0.123267
2026-04-08,XLP,82.779999,676.010010,0.122454
2026-04-09,XLP,83.449997,679.909973,0.122737
2026-04-10,XLP,82.370003,679.460022,0.121229
2026-04-13,XLP,81.550003,686.099976,0.118860
2026-04-14,XLP,81.470001,694.460022,0.117314
2026-04-15,XLP,81.059998,699.940002,0.115810
2026-04-16,XLP,81.430000,701.659973,0.116053
2026-04-17,XLP,82.459999,710.140015,0.116118
2026-04-20,XLP,82.389999,708.719971,0.116252
2026-04-21,XLP,81.839996,704.080017,0.116237
2026-04-22,XLP,82.110001,711.210022,0.115451
2026-04-23,XLP,83.480003,708.450012,0.117835
2026-04-24,XLP,83.230003,713.940002,0.116578
